datetime,cloud cover,wind speed,temperature,humidity,icon,precipitation,temperature(C)
2018-12-24 17:09:07,0.29,3.84,41.6,0.88,partly-cloudy-night,0,5.333333333
2018-12-24 17:12:07,0.3,3.86,41.55,0.88,partly-cloudy-night,0,5.305555556
2018-12-24 17:15:06,0.31,3.88,41.51,0.88,partly-cloudy-night,0,5.283333333
2018-12-24 17:18:06,0.32,3.89,41.46,0.88,partly-cloudy-night,0,5.255555556
2018-12-24 17:21:06,0.33,3.91,41.41,0.88,partly-cloudy-night,0,5.227777778
2018-12-24 17:24:07,0.33,3.92,41.37,0.89,partly-cloudy-night,0,5.205555556
2018-12-24 17:27:06,0.34,3.95,41.02,0.89,partly-cloudy-night,0,5.011111111
2018-12-24 17:30:06,0.35,3.97,40.96,0.89,partly-cloudy-night,0,4.977777778
2018-12-24 17:33:06,0.36,3.99,40.9,0.89,partly-cloudy-night,0,4.944444444
2018-12-24 17:36:06,0.37,4,40.84,0.89,partly-cloudy-night,0,4.911111111
2018-12-24 17:39:06,0.37,4.02,40.78,0.89,partly-cloudy-night,0,4.877777778
2018-12-24 17:42:06,0.58,2.94,39.82,0.9,partly-cloudy-night,0,4.344444444
2018-12-24 17:45:06,0.58,2.97,39.78,0.9,partly-cloudy-night,0,4.322222222
2018-12-24 17:48:06,0.18,2.83,39.81,0.9,kk ll ,0,4.338888889
2018-12-24 17:51:06,0.15,2.84,39.77,0.9,clear-night,0,4.316666667
2018-12-24 17:54:06,0.12,2.86,39.73,0.9,clear-night,0,4.294444444
2018-12-24 17:57:06,0.1,2.88,39.69,0.9,clear-night,0,4.272222222
2018-12-24 18:00:07,0.07,2.9,39.65,0.9,clear-night,0,4.25
2018-12-24 18:03:06,0.09,2.92,39.62,0.9,clear-night,0,4.233333333
2018-12-24 18:06:06,0.54,2.97,39.28,0.9,partly-cloudy-night,0,4.044444444
2018-12-24 18:09:06,0.53,2.98,39.25,0.9,partly-cloudy-night,0,4.027777778
2018-12-24 18:12:06,0.52,3,39.22,0.9,partly-cloudy-night,0,4.011111111
2018-12-24 18:15:06,0.51,3.02,39.19,0.91,partly-cloudy-night,0,3.994444444
2018-12-24 18:18:05,0.5,3.03,39.15,0.91,partly-cloudy-night,0,3.972222222
2018-12-24 18:21:05,0.49,3.05,39.12,0.91,partly-cloudy-night,0,3.955555556
2018-12-24 18:24:05,0.48,3.07,39.09,0.91,partly-cloudy-night,0,3.938888889
2018-12-24 18:27:05,0.47,3.09,39.06,0.91,partly-cloudy-night,0,3.922222222
2018-12-24 18:30:05,0.46,3.1,39.03,0.91,partly-cloudy-night,0,3.905555556
2018-12-24 18:33:05,0.45,3.12,38.99,0.91,partly-cloudy-night,0,3.883333333
2018-12-24 18:36:05,0.44,3.14,38.96,0.91,partly-cloudy-night,0,3.866666667
2018-12-24 18:39:05,0.43,3.16,38.93,0.91,partly-cloudy-night,0,3.85
2018-12-24 18:42:05,0.42,3.17,38.9,0.91,partly-cloudy-night,0,3.833333333
2018-12-24 18:45:05,0.52,2.76,38.2,0.92,partly-cloudy-night,0,3.444444444
2018-12-24 18:48:05,0.51,2.77,38.17,0.92,partly-cloudy-night,0,3.427777778
2018-12-24 18:51:05,0.5,2.77,38.13,0.92,partly-cloudy-night,0,3.405555556
2018-12-24 18:54:05,0.49,2.78,38.1,0.92,partly-cloudy-night,0,3.388888889
2018-12-24 18:57:05,0.49,2.78,38.06,0.92,partly-cloudy-night,0,3.366666667
2018-12-24 19:00:05,0.48,2.79,38.03,0.92,partly-cloudy-night,0,3.35
2018-12-24 19:03:05,0.47,2.8,38.01,0.92,partly-cloudy-night,0,3.338888889
2018-12-24 19:06:05,0.46,2.81,37.99,0.92,partly-cloudy-night,0,3.327777778
2018-12-24 19:09:05,0.44,2.82,37.97,0.92,partly-cloudy-night,0,3.316666667
2018-12-24 19:12:05,0.43,2.83,37.95,0.92,partly-cloudy-night,0,3.305555556
2018-12-24 19:15:05,0.42,2.84,37.94,0.92,partly-cloudy-night,0,3.3
2018-12-24 19:18:04,0.41,2.85,37.92,0.92,partly-cloudy-night,0,3.288888889
2018-12-24 19:21:05,0.4,2.86,37.9,0.92,partly-cloudy-night,0,3.277777778
2018-12-24 19:24:05,0.39,2.88,37.88,0.92,partly-cloudy-night,0,3.266666667
2018-12-24 19:27:05,0.38,2.89,37.86,0.92,partly-cloudy-night,0,3.255555556
2018-12-24 19:30:06,0.36,2.9,37.84,0.92,partly-cloudy-night,0,3.244444444
2018-12-24 19:33:05,0.35,2.91,37.82,0.92,partly-cloudy-night,0,3.233333333
2018-12-24 19:36:05,0.34,2.92,37.8,0.92,partly-cloudy-night,0,3.222222222
2018-12-24 19:39:05,0.33,2.94,37.78,0.92,partly-cloudy-night,0,3.211111111
2018-12-24 19:42:05,0.47,3.18,36.67,0.95,partly-cloudy-night,0,2.594444444
2018-12-24 19:45:05,0.46,3.17,36.64,0.95,partly-cloudy-night,0,2.577777778
2018-12-24 19:48:06,0.45,3.15,36.62,0.95,partly-cloudy-night,0,2.566666667
2018-12-24 19:51:04,0.44,3.14,36.6,0.95,partly-cloudy-night,0,2.555555556
2018-12-24 19:54:05,0.43,3.12,36.57,0.95,partly-cloudy-night,0,2.538888889
2018-12-24 19:57:05,0.42,3.11,36.55,0.95,partly-cloudy-night,0,2.527777778
2018-12-24 20:00:05,0.41,3.1,36.53,0.95,partly-cloudy-night,0,2.516666667
2018-12-24 20:03:06,0.4,3.09,36.52,0.95,partly-cloudy-night,0,2.511111111
2018-12-24 20:06:06,0.39,3.09,36.52,0.95,partly-cloudy-night,0,2.511111111
2018-12-24 20:09:06,0.38,3.09,36.52,0.95,partly-cloudy-night,0,2.511111111
2018-12-24 20:12:06,0.37,3.09,36.51,0.95,partly-cloudy-night,0,2.505555556
2018-12-24 20:15:06,0.36,3.09,36.51,0.95,partly-cloudy-night,0,2.505555556
2018-12-24 20:18:06,0.35,3.09,36.51,0.95,partly-cloudy-night,0,2.505555556
2018-12-24 20:21:06,0.33,3.09,36.51,0.95,partly-cloudy-night,0,2.505555556
2018-12-24 20:24:06,0.32,3.09,36.5,0.95,partly-cloudy-night,0,2.5
2018-12-24 20:27:06,0.31,3.09,36.5,0.95,partly-cloudy-night,0,2.5
2018-12-24 20:30:06,0.3,3.09,36.5,0.95,partly-cloudy-night,0,2.5
2018-12-24 20:33:06,0.29,3.09,36.49,0.95,partly-cloudy-night,0,2.494444444
2018-12-24 20:36:06,0.28,3.09,36.49,0.95,partly-cloudy-night,0,2.494444444
2018-12-24 20:39:06,0.27,3.09,36.49,0.95,partly-cloudy-night,0,2.494444444
2018-12-24 20:42:06,0.67,2.18,37.18,0.96,partly-cloudy-night,0,2.877777778
2018-12-24 20:45:06,0.66,2.19,37.15,0.96,partly-cloudy-night,0,2.861111111
2018-12-24 20:45:12,0.66,2.19,37.15,0.96,partly-cloudy-night,0,2.861111111
2018-12-24 20:45:56,0.65,2.19,37.14,0.96,partly-cloudy-night,0,2.855555556
2018-12-24 20:47:15,0.65,2.19,37.13,0.96,partly-cloudy-night,0,2.85
2018-12-24 20:48:07,0.65,2.19,37.12,0.96,partly-cloudy-night,0,2.844444444
2018-12-24 20:51:07,0.64,2.2,37.08,0.96,partly-cloudy-night,0,2.822222222
2018-12-24 20:54:06,0.63,2.2,37.05,0.96,partly-cloudy-night,0,2.805555556
2018-12-24 20:57:06,0.62,2.2,37.02,0.96,partly-cloudy-night,0,2.788888889
2018-12-24 21:00:07,0.6,2.21,36.98,0.96,partly-cloudy-night,0,2.766666667
2018-12-24 21:03:06,0.59,2.23,36.96,0.96,partly-cloudy-night,0,2.755555556
2018-12-24 21:06:06,0.58,2.26,36.93,0.96,partly-cloudy-night,0,2.738888889
2018-12-24 21:09:05,0.57,2.28,36.91,0.96,partly-cloudy-night,0,2.727777778
2018-12-24 21:12:05,0.55,2.31,36.88,0.96,partly-cloudy-night,0,2.711111111
2018-12-24 21:15:06,0.54,2.33,36.86,0.96,partly-cloudy-night,0,2.7
2018-12-24 21:18:06,0.53,2.35,36.83,0.96,partly-cloudy-night,0,2.683333333
2018-12-24 21:21:06,0.52,2.38,36.81,0.96,partly-cloudy-night,0,2.672222222
2018-12-24 21:24:06,0.5,2.4,36.78,0.95,partly-cloudy-night,0,2.655555556
2018-12-24 21:27:06,0.49,2.43,36.76,0.95,partly-cloudy-night,0,2.644444444
2018-12-24 21:30:06,0.48,2.45,36.73,0.95,partly-cloudy-night,0,2.627777778
2018-12-24 21:33:06,0.47,2.48,36.71,0.95,partly-cloudy-night,0,2.616666667
2018-12-24 21:36:06,0.45,2.5,36.68,0.95,partly-cloudy-night,0,2.6
2018-12-24 21:39:06,0.44,2.52,36.66,0.95,partly-cloudy-night,0,2.588888889
2018-12-24 21:42:06,0.43,2.55,36.63,0.95,partly-cloudy-night,0,2.572222222
2018-12-24 21:45:06,0.42,2.57,36.6,0.95,partly-cloudy-night,0,2.555555556
2018-12-24 21:48:06,0.16,2.51,36.64,0.94,clear-night,0,2.577777778
2018-12-24 21:51:06,0.16,2.51,36.6,0.94,clear-night,0,2.555555556
2018-12-24 21:54:05,0.15,2.51,36.57,0.94,clear-night,0,2.538888889
2018-12-24 21:57:06,0.15,2.52,36.54,0.94,clear-night,0,2.522222222
2018-12-24 22:00:06,0.15,2.52,36.5,0.94,clear-night,0,2.5
2018-12-24 22:03:07,0.15,2.53,36.48,0.94,clear-night,0,2.488888889
2018-12-24 22:06:06,0.14,2.54,36.47,0.94,clear-night,0,2.483333333
2018-12-24 22:09:06,0.14,2.55,36.45,0.94,clear-night,0,2.472222222
2018-12-24 22:12:06,0.14,2.56,36.43,0.94,clear-night,0,2.461111111
2018-12-24 22:15:05,0.14,2.57,36.41,0.94,clear-night,0,2.45
2018-12-24 22:18:06,0.13,2.59,36.39,0.94,clear-night,0,2.438888889
2018-12-24 22:21:05,0.13,2.6,36.37,0.94,clear-night,0,2.427777778
2018-12-24 22:24:06,0.13,2.61,36.35,0.94,clear-night,0,2.416666667
2018-12-24 22:27:05,0.12,2.63,36.33,0.93,clear-night,0,2.405555556
2018-12-24 22:30:06,0.12,2.64,36.31,0.93,clear-night,0,2.394444444
2018-12-24 22:33:05,0.12,2.65,36.29,0.93,clear-night,0,2.383333333
2018-12-24 22:36:05,0.11,2.67,36.27,0.93,clear-night,0,2.372222222
2018-12-24 22:39:05,0.11,2.69,36.25,0.93,clear-night,0,2.361111111
2018-12-24 22:42:05,0.11,2.7,36.23,0.93,clear-night,0,2.35
2018-12-24 22:45:05,0.1,2.72,36.21,0.93,clear-night,0,2.338888889
2018-12-24 22:48:06,0.38,1.7,36.49,0.95,partly-cloudy-night,0,2.494444444
2018-12-24 22:51:05,0.38,1.71,36.46,0.95,partly-cloudy-night,0,2.477777778
2018-12-24 22:54:06,0.38,1.72,36.44,0.95,partly-cloudy-night,0,2.466666667
2018-12-24 22:57:05,0.37,1.73,36.41,0.95,partly-cloudy-night,0,2.45
2018-12-24 23:00:05,0.37,1.75,36.38,0.95,partly-cloudy-night,0,2.433333333
2018-12-24 23:03:05,0.36,1.77,36.37,0.95,partly-cloudy-night,0,2.427777778
2018-12-24 23:06:05,0.35,1.8,36.35,0.95,partly-cloudy-night,0,2.416666667
2018-12-24 23:09:06,0.35,1.83,36.33,0.95,partly-cloudy-night,0,2.405555556
2018-12-24 23:12:06,0.34,1.86,36.31,0.95,partly-cloudy-night,0,2.394444444
2018-12-24 23:15:05,0.33,1.89,36.3,0.95,partly-cloudy-night,0,2.388888889
2018-12-24 23:18:05,0.33,1.92,36.28,0.95,partly-cloudy-night,0,2.377777778
2018-12-24 23:21:05,0.32,1.95,36.26,0.95,partly-cloudy-night,0,2.366666667
2018-12-24 23:24:05,0.31,1.98,36.25,0.95,partly-cloudy-night,0,2.361111111
2018-12-24 23:27:05,0.31,2.02,36.23,0.95,partly-cloudy-night,0,2.35
2018-12-24 23:30:05,0.3,2.05,36.21,0.94,partly-cloudy-night,0,2.338888889
2018-12-24 23:33:05,0.29,2.09,36.19,0.94,partly-cloudy-night,0,2.327777778
2018-12-24 23:36:05,0.28,2.12,36.18,0.94,partly-cloudy-night,0,2.322222222
2018-12-24 23:39:06,0.28,2.16,36.16,0.94,partly-cloudy-night,0,2.311111111
2018-12-24 23:42:05,0.27,2.2,36.14,0.94,partly-cloudy-night,0,2.3
2018-12-24 23:45:06,0.26,2.24,36.12,0.94,partly-cloudy-night,0,2.288888889
2018-12-24 23:48:06,0.17,1.28,34.8,0.93,clear-night,0,1.555555556
2018-12-24 23:51:05,0.17,1.3,34.8,0.93,clear-night,0,1.555555556
2018-12-24 23:54:06,0.17,1.32,34.79,0.93,clear-night,0,1.55
2018-12-24 23:57:05,0.17,1.35,34.79,0.93,clear-night,0,1.55
2018-12-25 00:00:05,0.17,1.37,34.79,0.93,clear-night,0,1.55
2018-12-25 00:03:05,0.16,1.42,34.81,0.93,clear-night,0,1.561111111
2018-12-25 00:06:05,0.16,1.48,34.83,0.93,clear-night,0,1.572222222
2018-12-25 00:09:05,0.16,1.53,34.85,0.93,clear-night,0,1.583333333
2018-12-25 00:12:05,0.15,1.59,34.87,0.93,clear-night,0,1.594444444
2018-12-25 00:15:05,0,1.75,34.8,0.93,clear-night,0,1.555555556
2018-12-25 00:18:06,0.21,1.64,34.85,0.92,clear-night,0,1.583333333
2018-12-25 00:21:05,0.21,1.7,34.88,0.92,clear-night,0,1.6
2018-12-25 00:24:05,0.21,1.77,34.9,0.92,clear-night,0,1.611111111
2018-12-25 00:27:05,0.22,1.83,34.92,0.92,clear-night,0,1.622222222
2018-12-25 00:30:05,0.22,1.89,34.94,0.92,clear-night,0,1.633333333
2018-12-25 00:33:05,0.22,1.96,34.97,0.92,clear-night,0,1.65
2018-12-25 00:36:05,0.23,2.02,34.99,0.92,clear-night,0,1.661111111
2018-12-25 00:39:05,0.23,2.08,35.01,0.92,clear-night,0,1.672222222
2018-12-25 00:42:05,0.23,2.15,35.03,0.92,clear-night,0,1.683333333
2018-12-25 00:45:06,0.24,2.22,35.05,0.92,clear-night,0,1.694444444
2018-12-25 00:48:06,0.15,1.92,33.92,0.98,clear-night,0,1.066666667
2018-12-25 00:51:05,0.15,1.93,33.93,0.98,clear-night,0,1.072222222
2018-12-25 00:54:05,0.14,1.94,33.95,0.98,clear-night,0,1.083333333
2018-12-25 00:57:05,0.14,1.95,33.96,0.98,clear-night,0,1.088888889
2018-12-25 01:00:06,0.14,1.96,33.97,0.98,clear-night,0,1.094444444
2018-12-25 01:03:06,0.14,1.99,34.02,0.98,clear-night,0,1.122222222
2018-12-25 01:06:05,0.14,2.02,34.07,0.98,clear-night,0,1.15
2018-12-25 01:09:05,0.14,2.06,34.11,0.97,clear-night,0,1.172222222
2018-12-25 01:12:05,0.14,2.1,34.16,0.97,clear-night,0,1.2
2018-12-25 01:15:05,0.14,2.14,34.21,0.97,clear-night,0,1.227777778
2018-12-25 01:18:05,0.14,2.18,34.25,0.97,clear-night,0,1.25
2018-12-25 01:21:06,0.14,2.22,34.3,0.97,clear-night,0,1.277777778
2018-12-25 01:24:05,0.14,2.27,34.35,0.97,clear-night,0,1.305555556
2018-12-25 01:27:05,0.14,2.32,34.39,0.97,clear-night,0,1.327777778
2018-12-25 01:30:05,0.15,2.37,34.44,0.97,clear-night,0,1.355555556
2018-12-25 01:33:05,0.15,2.42,34.48,0.96,clear-night,0,1.377777778
2018-12-25 01:36:06,0.15,2.48,34.53,0.96,clear-night,0,1.405555556
2018-12-25 01:39:06,0.15,2.53,34.58,0.96,clear-night,0,1.433333333
2018-12-25 01:42:05,0.12,0.22,35.07,0.98,clear-night,0,1.705555556
2018-12-25 01:45:05,0.12,0.28,35.09,0.98,clear-night,0,1.716666667
2018-12-25 01:48:05,0.11,0.33,35.1,0.98,clear-night,0,1.722222222
2018-12-25 01:51:05,0.11,0.39,35.12,0.98,clear-night,0,1.733333333
2018-12-25 01:54:05,0.1,0.44,35.13,0.98,clear-night,0,1.738888889
2018-12-25 01:57:05,0.1,0.5,35.14,0.98,clear-night,0,1.744444444
2018-12-25 02:00:06,0.09,0.56,35.16,0.98,clear-night,0,1.755555556
2018-12-25 02:03:05,0.1,0.65,35.18,0.98,clear-night,0,1.766666667
2018-12-25 02:06:05,0.1,0.74,35.19,0.98,clear-night,0,1.772222222
2018-12-25 02:09:05,0.1,0.83,35.21,0.98,clear-night,0,1.783333333
2018-12-25 02:12:05,0.1,0.92,35.23,0.98,clear-night,0,1.794444444
2018-12-25 02:15:06,0.1,1.01,35.25,0.97,clear-night,0,1.805555556
2018-12-25 02:18:05,0.1,1.1,35.26,0.97,clear-night,0,1.811111111
2018-12-25 02:21:05,0.1,1.19,35.28,0.97,clear-night,0,1.822222222
2018-12-25 02:24:05,0.1,1.28,35.3,0.97,clear-night,0,1.833333333
2018-12-25 02:27:06,0.1,1.37,35.32,0.97,clear-night,0,1.844444444
2018-12-25 02:30:05,0.11,1.46,35.33,0.97,clear-night,0,1.85
2018-12-25 02:33:05,0.11,1.55,35.35,0.97,clear-night,0,1.861111111
2018-12-25 02:36:05,0.11,1.64,35.37,0.97,clear-night,0,1.872222222
2018-12-25 02:39:05,0.11,1.74,35.38,0.97,clear-night,0,1.877777778
2018-12-25 02:42:05,0.11,1.83,35.4,0.97,clear-night,0,1.888888889
2018-12-25 02:45:06,0.68,1.1,34.53,0.98,partly-cloudy-night,0,1.405555556
2018-12-25 02:48:06,0.67,1.12,34.54,0.98,partly-cloudy-night,0,1.411111111
2018-12-25 02:51:05,0.66,1.15,34.55,0.98,partly-cloudy-night,0,1.416666667
2018-12-25 02:54:06,0.65,1.18,34.56,0.98,partly-cloudy-night,0,1.422222222
2018-12-25 02:57:05,0.64,1.21,34.58,0.98,partly-cloudy-night,0,1.433333333
2018-12-25 03:00:05,0.64,1.24,34.59,0.98,partly-cloudy-night,0,1.438888889
2018-12-25 03:03:05,0.63,1.29,34.6,0.98,partly-cloudy-night,0,1.444444444
2018-12-25 03:06:05,0.62,1.34,34.61,0.98,partly-cloudy-night,0,1.45
2018-12-25 03:09:06,0.62,1.39,34.62,0.98,partly-cloudy-night,0,1.455555556
2018-12-25 03:12:05,0.61,1.45,34.63,0.98,partly-cloudy-night,0,1.461111111
2018-12-25 03:15:05,0.6,1.5,34.64,0.97,partly-cloudy-night,0,1.466666667
2018-12-25 03:18:05,0.6,1.56,34.65,0.97,partly-cloudy-night,0,1.472222222
2018-12-25 03:21:05,0.59,1.61,34.66,0.97,partly-cloudy-night,0,1.477777778
2018-12-25 03:24:05,0.58,1.67,34.66,0.97,partly-cloudy-night,0,1.477777778
2018-12-25 03:27:05,0.58,1.73,34.67,0.97,partly-cloudy-night,0,1.483333333
2018-12-25 03:30:05,0.57,1.78,34.68,0.97,partly-cloudy-night,0,1.488888889
2018-12-25 03:33:05,0.56,1.84,34.69,0.97,partly-cloudy-night,0,1.494444444
2018-12-25 03:36:05,0.56,1.9,34.7,0.97,partly-cloudy-night,0,1.5
2018-12-25 03:39:05,0.55,1.96,34.71,0.97,partly-cloudy-night,0,1.505555556
2018-12-25 03:42:05,0.55,2.02,34.72,0.97,partly-cloudy-night,0,1.511111111
2018-12-25 03:45:05,0.54,2.08,34.73,0.97,partly-cloudy-night,0,1.516666667
2018-12-25 03:48:05,0.75,1.86,34.23,0.96,partly-cloudy-night,0,1.238888889
2018-12-25 03:51:05,0.74,1.86,34.22,0.96,partly-cloudy-night,0,1.233333333
2018-12-25 03:54:05,0.74,1.85,34.22,0.96,partly-cloudy-night,0,1.233333333
2018-12-25 03:57:06,0.74,1.85,34.21,0.96,partly-cloudy-night,0,1.227777778
2018-12-25 04:00:06,0.73,1.84,34.2,0.96,partly-cloudy-night,0,1.222222222
2018-12-25 04:03:05,0.73,1.85,34.2,0.96,partly-cloudy-night,0,1.222222222
2018-12-25 04:06:05,0.72,1.86,34.21,0.96,partly-cloudy-night,0,1.227777778
2018-12-25 04:09:06,0.72,1.86,34.21,0.96,partly-cloudy-night,0,1.227777778
2018-12-25 04:12:05,0.71,1.88,34.21,0.96,partly-cloudy-night,0,1.227777778
2018-12-25 04:15:05,0.7,1.89,34.21,0.96,partly-cloudy-night,0,1.227777778
2018-12-25 04:18:05,0.7,1.9,34.21,0.96,partly-cloudy-night,0,1.227777778
2018-12-25 04:21:05,0.69,1.92,34.21,0.96,partly-cloudy-night,0,1.227777778
2018-12-25 04:24:05,0.69,1.94,34.21,0.96,partly-cloudy-night,0,1.227777778
2018-12-25 04:27:05,0.68,1.96,34.21,0.96,partly-cloudy-night,0,1.227777778
2018-12-25 04:30:06,0.68,1.98,34.22,0.96,partly-cloudy-night,0,1.233333333
2018-12-25 04:33:05,0.67,2,34.22,0.96,partly-cloudy-night,0,1.233333333
2018-12-25 04:36:05,0.66,2.03,34.22,0.96,partly-cloudy-night,0,1.233333333
2018-12-25 04:39:05,0.66,2.05,34.22,0.96,partly-cloudy-night,0,1.233333333
2018-12-25 04:42:05,0.65,2.08,34.22,0.96,partly-cloudy-night,0,1.233333333
2018-12-25 04:45:05,0.65,2.11,34.22,0.96,partly-cloudy-night,0,1.233333333
2018-12-25 04:48:06,0.7,2.76,33.54,0.98,partly-cloudy-night,0,0.8555555556
2018-12-25 04:51:05,0.7,2.74,33.53,0.98,partly-cloudy-night,0,0.85
2018-12-25 04:54:06,0.7,2.73,33.52,0.98,partly-cloudy-night,0,0.8444444444
2018-12-25 04:57:05,0.7,2.72,33.5,0.98,partly-cloudy-night,0,0.8333333333
2018-12-25 05:00:05,0.7,2.71,33.49,0.98,partly-cloudy-night,0,0.8277777778
2018-12-25 05:03:05,0.7,2.71,33.52,0.98,partly-cloudy-night,0,0.8444444444
2018-12-25 05:06:05,0.69,2.71,33.54,0.98,partly-cloudy-night,0,0.8555555556
2018-12-25 05:09:05,0.69,2.71,33.57,0.98,partly-cloudy-night,0,0.8722222222
2018-12-25 05:12:05,0.68,2.71,33.59,0.98,partly-cloudy-night,0,0.8833333333
2018-12-25 05:15:05,0.68,2.77,34.14,0.97,partly-cloudy-night,0,1.188888889
2018-12-25 05:18:06,0.67,2.67,33.67,0.98,partly-cloudy-night,0,0.9277777778
2018-12-25 05:21:05,0.66,2.67,33.69,0.97,partly-cloudy-night,0,0.9388888889
2018-12-25 05:24:05,0.66,2.68,33.71,0.97,partly-cloudy-night,0,0.95
2018-12-25 05:27:05,0.65,2.69,33.73,0.97,partly-cloudy-night,0,0.9611111111
2018-12-25 05:30:05,0.65,2.7,33.75,0.97,partly-cloudy-night,0,0.9722222222
2018-12-25 05:33:05,0.64,2.71,33.77,0.97,partly-cloudy-night,0,0.9833333333
2018-12-25 05:36:05,0.63,2.72,33.79,0.97,partly-cloudy-night,0,0.9944444444
2018-12-25 05:39:05,0.63,2.73,33.81,0.97,partly-cloudy-night,0,1.005555556
2018-12-25 05:42:05,0.62,2.74,33.83,0.97,partly-cloudy-night,0,1.016666667
2018-12-25 05:45:05,0.62,2.75,33.8,0.97,partly-cloudy-night,0,1
2018-12-25 05:48:05,0.82,1.56,34.18,0.97,partly-cloudy-night,0,1.211111111
2018-12-25 05:51:05,0.82,1.55,34.17,0.97,partly-cloudy-night,0,1.205555556
2018-12-25 05:54:05,0.83,1.54,34.16,0.97,partly-cloudy-night,0,1.2
2018-12-25 05:57:05,0.83,1.52,34.15,0.97,partly-cloudy-night,0,1.194444444
2018-12-25 06:00:06,0.84,1.51,34.14,0.97,partly-cloudy-night,0,1.188888889
2018-12-25 06:03:05,0.82,1.53,34.55,0.97,partly-cloudy-night,0,1.416666667
2018-12-25 06:06:05,0.67,1.59,34.39,0.97,partly-cloudy-night,0,1.327777778
2018-12-25 06:09:05,0.66,1.6,34.4,0.97,partly-cloudy-night,0,1.333333333
2018-12-25 06:12:05,0.65,1.61,34.4,0.97,partly-cloudy-night,0,1.333333333
2018-12-25 06:15:05,0.64,1.63,34.41,0.97,partly-cloudy-night,0,1.338888889
2018-12-25 06:18:05,0.63,1.65,34.42,0.97,partly-cloudy-night,0,1.344444444
2018-12-25 06:21:06,0.62,1.68,34.42,0.97,partly-cloudy-night,0,1.344444444
2018-12-25 06:24:05,0.61,1.7,34.43,0.97,partly-cloudy-night,0,1.35
2018-12-25 06:27:06,0.6,1.74,34.44,0.96,partly-cloudy-night,0,1.355555556
2018-12-25 06:30:05,0.6,1.77,34.44,0.96,partly-cloudy-night,0,1.355555556
2018-12-25 06:33:05,0.59,1.81,34.45,0.96,partly-cloudy-night,0,1.361111111
2018-12-25 06:36:05,0.58,1.85,34.45,0.96,partly-cloudy-night,0,1.361111111
2018-12-25 06:39:05,0.57,1.9,34.46,0.96,partly-cloudy-night,0,1.366666667
2018-12-25 06:42:05,0.56,1.94,34.47,0.96,partly-cloudy-night,0,1.372222222
2018-12-25 06:45:05,0.55,1.99,34.41,0.96,partly-cloudy-night,0,1.338888889
2018-12-25 06:48:06,0.82,2.24,33.86,0.99,partly-cloudy-night,0,1.033333333
2018-12-25 06:51:05,0.81,2.27,33.87,0.99,partly-cloudy-night,0,1.038888889
2018-12-25 06:54:05,0.8,2.29,33.78,0.99,partly-cloudy-night,0,0.9888888889
2018-12-25 06:57:05,0.79,2.32,33.87,0.99,partly-cloudy-night,0,1.038888889
2018-12-25 07:00:06,0.78,2.34,33.88,0.99,partly-cloudy-night,0,1.044444444
2018-12-25 07:03:05,0.77,2.39,33.89,0.98,partly-cloudy-night,0,1.05
2018-12-25 07:06:05,0.75,2.44,33.91,0.98,partly-cloudy-night,0,1.061111111
2018-12-25 07:09:05,0.74,2.49,33.92,0.98,partly-cloudy-night,0,1.066666667
2018-12-25 07:12:05,0.72,2.53,33.94,0.98,partly-cloudy-night,0,1.077777778
2018-12-25 07:15:05,0.71,2.58,33.95,0.98,partly-cloudy-night,0,1.083333333
2018-12-25 07:18:05,0.69,2.63,33.97,0.98,partly-cloudy-night,0,1.094444444
2018-12-25 07:21:05,0.67,2.68,33.98,0.98,partly-cloudy-night,0,1.1
2018-12-25 07:24:05,0.66,2.73,34,0.98,partly-cloudy-night,0,1.111111111
2018-12-25 07:27:05,0.64,2.78,34.01,0.97,partly-cloudy-night,0,1.116666667
2018-12-25 07:30:06,0.63,2.83,34.03,0.97,partly-cloudy-night,0,1.127777778
2018-12-25 07:33:05,0.61,2.88,34.04,0.97,partly-cloudy-night,0,1.133333333
2018-12-25 07:36:05,0.6,2.92,34.05,0.97,partly-cloudy-night,0,1.138888889
2018-12-25 07:39:06,0.58,2.97,34.07,0.97,partly-cloudy-night,0,1.15
2018-12-25 07:42:05,0.57,3.02,34.08,0.97,partly-cloudy-night,0,1.155555556
2018-12-25 07:45:05,0.82,3.8,35.47,0.96,partly-cloudy-night,0,1.927777778
2018-12-25 07:48:05,0.8,3.81,35.45,0.96,partly-cloudy-night,0,1.916666667
2018-12-25 07:51:05,0.79,3.81,35.44,0.96,partly-cloudy-night,0,1.911111111
2018-12-25 07:54:05,0.78,3.81,35.43,0.96,partly-cloudy-night,0,1.905555556
2018-12-25 07:57:05,0.77,3.82,35.41,0.96,partly-cloudy-night,0,1.894444444
2018-12-25 08:00:05,0.76,3.82,35.4,0.96,partly-cloudy-night,0,1.888888889
2018-12-25 08:03:05,0.74,3.83,35.4,0.96,partly-cloudy-night,0,1.888888889
2018-12-25 08:06:05,0.73,3.83,35.39,0.96,partly-cloudy-night,0,1.883333333
2018-12-25 08:09:05,0.71,3.84,35.38,0.96,partly-cloudy-night,0,1.877777778
2018-12-25 08:12:05,0.7,3.84,35.37,0.96,partly-cloudy-night,0,1.872222222
2018-12-25 08:15:05,0.68,3.85,35.36,0.96,partly-cloudy-day,0,1.866666667
2018-12-25 08:18:05,0.67,3.86,35.35,0.96,partly-cloudy-day,0,1.861111111
